payload.EnqueuedTime,payload.BuildingId,payload.EquipmentId,payload.FloorId,payload.SensorId,payload.SensorName,payload.SpaceId,payload.Telemetry.Return air CO2 set point,payload.Telemetry.ReturnAirCO2,payload.Unit,payload.Telemetry.Vibration amplitude-x,payload.Telemetry.Vibration amplitude-y,payload.Telemetry.Vibration amplitude-z,payload.Telemetry.Exhaust air temperature,payload.Telemetry.Fresh air temperature,payload.Telemetry.Mixed air temperature,payload.Telemetry.OccupancyCount,payload.Telemetry.Off coil humidity,payload.Telemetry.Return air humidity,payload.Telemetry.Off coil temperature,payload.Telemetry.Return air temperature,payload.Telemetry.Supply air humidity,payload.Telemetry.Supply air temperature,payload.Telemetry.Supply_Air_Humidity_Setpoint,payload.Telemetry.Supply_Air_Temperature_Setpoint
2022-06-06T21:09:59.5269369Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,44,26,,,41,,35,
2022-06-06T21:09:59.5419184Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-8,4,'-6,,,,,,,,,,,,
2022-06-06T21:09:59.8082497Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,37,19,23,,,,48,21,,19,,25
2022-06-06T21:10:00.2249751Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,65,,,,,,,,
2022-06-06T21:10:00.4549095Z,1001,280113,179,584884,Gas Sensor,,804,841,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:00.7931418Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,48,58,,,53,,38,
2022-06-06T21:10:00.8241149Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,1,'-7,3,,,,,,,,,,,,
2022-06-06T21:10:01.0729621Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,32,37,24,,,,35,17,,18,,26
2022-06-06T21:10:01.4870201Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,55,,,,,,,,
2022-06-06T21:10:01.7369049Z,1001,280113,179,584884,Gas Sensor,,623,692,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:02.0633025Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,44,61,,,38,,21,
2022-06-06T21:10:02.1089760Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-3,0,'-1,,,,,,,,,,,,
2022-06-06T21:10:02.3269190Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,22,30,24,,,,22,22,,6,,26
2022-06-06T21:10:02.7524869Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,10,,,,,,,,
2022-06-06T21:10:03.0165388Z,1001,280113,179,584884,Gas Sensor,,440,751,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:03.3299468Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,32,25,,,58,,42,
2022-06-06T21:10:03.3759906Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-6,6,'-5,,,,,,,,,,,,
2022-06-06T21:10:03.5910992Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,28,17,24,,,,46,15,,14,,27
2022-06-06T21:10:04.0039822Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,61,,,,,,,,
2022-06-06T21:10:04.2958289Z,1001,280113,179,584884,Gas Sensor,,749,535,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:04.6092389Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,43,21,,,20,,34,
2022-06-06T21:10:04.6550171Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-5,5,'-2,,,,,,,,,,,,
2022-06-06T21:10:04.8532209Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,37,23,22,,,,36,14,,14,,26
2022-06-06T21:10:05.3572231Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,27,,,,,,,,
2022-06-06T21:10:05.5862517Z,1001,280113,179,584884,Gas Sensor,,621,792,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:05.8771025Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,55,20,,,43,,28,
2022-06-06T21:10:05.9391511Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,4,2,'-1,,,,,,,,,,,,
2022-06-06T21:10:06.1112057Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,35,32,20,,,,26,17,,8,,24
2022-06-06T21:10:06.6445240Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,73,,,,,,,,
2022-06-06T21:10:06.8725066Z,1001,280113,179,584884,Gas Sensor,,445,914,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:07.1334601Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,38,47,,,66,,44,
2022-06-06T21:10:07.2105381Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-1,'-2,2,,,,,,,,,,,,
2022-06-06T21:10:07.3835006Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,24,34,22,,,,41,15,,4,,25
2022-06-06T21:10:07.9025703Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,25,,,,,,,,
2022-06-06T21:10:08.1565390Z,1001,280113,179,584884,Gas Sensor,,481,422,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:08.4065118Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,57,50,,,38,,48,
2022-06-06T21:10:08.4844742Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-5,'-5,'-1,,,,,,,,,,,,
2022-06-06T21:10:08.6411232Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,24,33,23,,,,45,23,,24,,22
2022-06-06T21:10:09.2824480Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,0,,,,,,,,
2022-06-06T21:10:09.4346572Z,1001,280113,179,584884,Gas Sensor,,800,640,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:09.7146747Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,39,28,,,61,,35,
2022-06-06T21:10:09.7754884Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,6,'-4,0,,,,,,,,,,,,
2022-06-06T21:10:10.0524943Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,20,33,20,,,,37,16,,13,,24
2022-06-06T21:10:10.5454841Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,7,,,,,,,,
2022-06-06T21:10:10.7145009Z,1001,280113,179,584884,Gas Sensor,,403,448,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:11.0804661Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,51,29,,,56,,28,
2022-06-06T21:10:11.0805312Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,2,'-8,4,,,,,,,,,,,,
2022-06-06T21:10:11.3104754Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,39,21,20,,,,21,21,,4,,27
2022-06-06T21:10:11.8044760Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,47,,,,,,,,
2022-06-06T21:10:12.1141762Z,1001,280113,179,584884,Gas Sensor,,618,482,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:12.3474558Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,52,57,,,29,,34,
2022-06-06T21:10:12.3636384Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,2,'-7,'-5,,,,,,,,,,,,
2022-06-06T21:10:12.5815635Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,37,32,24,,,,28,15,,10,,24
2022-06-06T21:10:13.0745102Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,66,,,,,,,,
2022-06-06T21:10:13.4094298Z,1001,280113,179,584884,Gas Sensor,,974,433,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:13.6225547Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,44,42,,,51,,24,
2022-06-06T21:10:13.6384608Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,2,'-7,'-3,,,,,,,,,,,,
2022-06-06T21:10:13.8384578Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,23,23,21,,,,33,13,,29,,26
2022-06-06T21:10:14.3465663Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,4,,,,,,,,
2022-06-06T21:10:14.7025172Z,1001,280113,179,584884,Gas Sensor,,577,754,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:14.8855239Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,57,25,,,23,,37,
2022-06-06T21:10:14.9154786Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,6,6,1,,,,,,,,,,,,
2022-06-06T21:10:15.1024968Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,33,29,23,,,,40,19,,12,,27
2022-06-06T21:10:15.6197218Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,5,,,,,,,,
2022-06-06T21:10:15.9825274Z,1001,280113,179,584884,Gas Sensor,,751,688,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:16.1505809Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,42,55,,,42,,31,
2022-06-06T21:10:16.1956500Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,7,5,'-2,,,,,,,,,,,,
2022-06-06T21:10:16.3786359Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,33,10,24,,,,49,21,,1,,24
2022-06-06T21:10:16.8887491Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,77,,,,,,,,
2022-06-06T21:10:17.2618555Z,1001,280113,179,584884,Gas Sensor,,885,567,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:17.4305701Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,33,53,,,63,,36,
2022-06-06T21:10:17.4766386Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,0,4,'-1,,,,,,,,,,,,
2022-06-06T21:10:17.6480969Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,33,17,24,,,,38,13,,18,,22
2022-06-06T21:10:18.1492777Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,44,,,,,,,,
2022-06-06T21:10:18.5541608Z,1001,280113,179,584884,Gas Sensor,,551,576,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:18.6951617Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,53,36,,,67,,27,
2022-06-06T21:10:18.7413647Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,2,'-6,4,,,,,,,,,,,,
2022-06-06T21:10:18.9222148Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,31,34,22,,,,37,15,,16,,24
2022-06-06T21:10:19.4262236Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,77,,,,,,,,
2022-06-06T21:10:19.8411662Z,1001,280113,179,584884,Gas Sensor,,983,610,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:19.9632302Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,47,25,,,63,,39,
2022-06-06T21:10:20.0242965Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-3,'-4,4,,,,,,,,,,,,
2022-06-06T21:10:20.1761410Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,22,33,22,,,,43,23,,6,,26
2022-06-06T21:10:20.6983072Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,4,,,,,,,,
2022-06-06T21:10:21.1312286Z,1001,280113,179,584884,Gas Sensor,,621,920,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:21.2212616Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,54,43,,,49,,30,
2022-06-06T21:10:21.3151479Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,7,6,3,,,,,,,,,,,,
2022-06-06T21:10:21.4531822Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,27,25,23,,,,48,14,,3,,26
2022-06-06T21:10:21.9581590Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,54,,,,,,,,
2022-06-06T21:10:22.4224493Z,1001,280113,179,584884,Gas Sensor,,899,445,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:22.5132169Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,51,57,,,56,,27,
2022-06-06T21:10:22.5768044Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-8,5,0,,,,,,,,,,,,
2022-06-06T21:10:22.7300064Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,26,13,21,,,,21,12,,18,,23
2022-06-06T21:10:23.2208519Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,59,,,,,,,,
2022-06-06T21:10:23.7108328Z,1001,280113,179,584884,Gas Sensor,,412,946,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:23.7890463Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,44,46,,,46,,25,
2022-06-06T21:10:23.8498254Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,0,2,3,,,,,,,,,,,,
2022-06-06T21:10:24.0047973Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,36,20,21,,,,38,17,,29,,26
2022-06-06T21:10:24.4827687Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,26,,,,,,,,
2022-06-06T21:10:24.9888477Z,1001,280113,179,584884,Gas Sensor,,615,526,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:25.0530338Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,38,36,,,40,,25,
2022-06-06T21:10:25.1311652Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-3,3,0,,,,,,,,,,,,
2022-06-06T21:10:25.2588451Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,22,14,24,,,,38,11,,8,,23
2022-06-06T21:10:25.7529585Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,27,,,,,,,,
2022-06-06T21:10:26.2668690Z,1001,280113,179,584884,Gas Sensor,,963,903,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:26.3277691Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,33,22,,,21,,34,
2022-06-06T21:10:26.4048233Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,0,0,4,,,,,,,,,,,,
2022-06-06T21:10:26.5308215Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,23,20,24,,,,39,18,,26,,26
2022-06-06T21:10:27.0218262Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,2,,,,,,,,
2022-06-06T21:10:27.5740007Z,1001,280113,179,584884,Gas Sensor,,484,915,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:27.6040488Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,31,24,,,60,,33,
2022-06-06T21:10:27.7608299Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-8,1,3,,,,,,,,,,,,
2022-06-06T21:10:27.8219774Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,32,16,22,,,,29,14,,27,,26
2022-06-06T21:10:28.3079297Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,30,,,,,,,,
2022-06-06T21:10:28.8659191Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,55,28,,,52,,43,
2022-06-06T21:10:28.8659445Z,1001,280113,179,584884,Gas Sensor,,854,643,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:29.0478977Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-6,6,3,,,,,,,,,,,,
2022-06-06T21:10:29.0938750Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,30,16,24,,,,24,13,,5,,24
2022-06-06T21:10:29.5778466Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,25,,,,,,,,
2022-06-06T21:10:30.1419140Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,45,55,,,44,,46,
2022-06-06T21:10:30.1570178Z,1001,280113,179,584884,Gas Sensor,,899,771,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:30.3258646Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,4,0,0,,,,,,,,,,,,
2022-06-06T21:10:30.3878788Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,23,12,21,,,,47,14,,10,,24
2022-06-06T21:10:30.8672552Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,57,,,,,,,,
2022-06-06T21:10:31.4065479Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,48,47,,,59,,46,
2022-06-06T21:10:31.4384864Z,1001,280113,179,584884,Gas Sensor,,934,705,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:31.6114575Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-4,2,'-1,,,,,,,,,,,,
2022-06-06T21:10:31.6586387Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,26,36,24,,,,35,13,,6,,26
2022-06-06T21:10:32.1485697Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,22,,,,,,,,
2022-06-06T21:10:32.6635472Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,50,57,,,56,,25,
2022-06-06T21:10:32.7244758Z,1001,280113,179,584884,Gas Sensor,,886,752,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:32.9079772Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-8,'-4,'-5,,,,,,,,,,,,
2022-06-06T21:10:32.9535066Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,27,23,23,,,,34,11,,19,,22
2022-06-06T21:10:33.4395708Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,38,,,,,,,,
2022-06-06T21:10:33.9305286Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,40,51,,,42,,47,
2022-06-06T21:10:34.0085177Z,1001,280113,179,584884,Gas Sensor,,588,534,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:34.1795578Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,2,'-3,2,,,,,,,,,,,,
2022-06-06T21:10:34.2245190Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,26,36,20,,,,23,13,,5,,27
2022-06-06T21:10:34.6984665Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,33,,,,,,,,
2022-06-06T21:10:35.2005960Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,48,23,,,43,,41,
2022-06-06T21:10:35.3265095Z,1001,280113,179,584884,Gas Sensor,,866,891,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:35.4664617Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-8,3,'-4,,,,,,,,,,,,
2022-06-06T21:10:35.4965730Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,29,37,20,,,,43,18,,25,,23
2022-06-06T21:10:35.9564745Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,11,,,,,,,,
2022-06-06T21:10:36.4575723Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,54,68,,,26,,41,
2022-06-06T21:10:36.6116031Z,1001,280113,179,584884,Gas Sensor,,515,450,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:36.7468675Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-3,1,'-3,,,,,,,,,,,,
2022-06-06T21:10:36.7776656Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,35,27,22,,,,30,10,,7,,24
2022-06-06T21:10:37.2184408Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,56,,,,,,,,
2022-06-06T21:10:37.7405523Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,45,47,,,51,,43,
2022-06-06T21:10:37.8946525Z,1001,280113,179,584884,Gas Sensor,,400,934,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:38.0205294Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,3,'-3,'-4,,,,,,,,,,,,
2022-06-06T21:10:38.0654422Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,36,29,23,,,,48,14,,1,,26
2022-06-06T21:10:38.4805197Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,56,,,,,,,,
2022-06-06T21:10:39.0027628Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,46,35,,,21,,25,
2022-06-06T21:10:39.1825908Z,1001,280113,179,584884,Gas Sensor,,650,872,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:39.3035065Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,5,2,'-5,,,,,,,,,,,,
2022-06-06T21:10:39.3515042Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,33,16,22,,,,28,12,,4,,23
2022-06-06T21:10:39.7505484Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,71,,,,,,,,
2022-06-06T21:10:40.2684393Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,54,40,,,68,,27,
2022-06-06T21:10:40.4864372Z,1001,280113,179,584884,Gas Sensor,,641,572,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:40.6065622Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,5,'-8,'-3,,,,,,,,,,,,
2022-06-06T21:10:40.6214016Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,35,15,20,,,,33,22,,2,,27
2022-06-06T21:10:41.0165033Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,46,,,,,,,,
2022-06-06T21:10:41.5354718Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,55,53,,,51,,40,
2022-06-06T21:10:41.7685001Z,1001,280113,179,584884,Gas Sensor,,930,411,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:41.8775075Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,1,1,1,,,,,,,,,,,,
2022-06-06T21:10:41.9074692Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,34,32,21,,,,34,22,,20,,27
2022-06-06T21:10:42.3045318Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,73,,,,,,,,
2022-06-06T21:10:42.7964878Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,38,49,,,42,,35,
2022-06-06T21:10:43.0585201Z,1001,280113,179,584884,Gas Sensor,,800,524,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:43.1514693Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-7,'-6,'-2,,,,,,,,,,,,
2022-06-06T21:10:43.1814588Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,22,16,22,,,,43,19,,2,,23
2022-06-06T21:10:43.5654032Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,56,,,,,,,,
2022-06-06T21:10:44.0665239Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,35,59,,,63,,39,
2022-06-06T21:10:44.4316370Z,1001,280113,179,584884,Gas Sensor,,741,436,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:44.5227233Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,23,20,20,,,,25,17,,26,,26
2022-06-06T21:10:44.5227841Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-7,'-5,'-2,,,,,,,,,,,,
2022-06-06T21:10:44.8576377Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,10,,,,,,,,
2022-06-06T21:10:45.3335468Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,47,25,,,29,,37,
2022-06-06T21:10:45.7196228Z,1001,280113,179,584884,Gas Sensor,,435,854,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:45.8115714Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,30,26,23,,,,22,22,,12,,24
2022-06-06T21:10:45.8116231Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-5,4,'-5,,,,,,,,,,,,
2022-06-06T21:10:46.1186458Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,64,,,,,,,,
2022-06-06T21:10:46.6055000Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,45,29,,,42,,41,
2022-06-06T21:10:47.0041927Z,1001,280113,179,584884,Gas Sensor,,867,877,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:47.0836896Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,38,20,20,,,,30,24,,5,,27
2022-06-06T21:10:47.1112978Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-7,0,'-2,,,,,,,,,,,,
2022-06-06T21:10:47.3884289Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,50,,,,,,,,
2022-06-06T21:10:47.8804850Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,37,23,,,68,,46,
2022-06-06T21:10:48.2925314Z,1001,280113,179,584884,Gas Sensor,,470,714,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:48.3684400Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,29,19,21,,,,45,11,,13,,27
2022-06-06T21:10:48.3994963Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,3,2,'-2,,,,,,,,,,,,
2022-06-06T21:10:48.6596476Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,26,,,,,,,,
2022-06-06T21:10:49.1527033Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,42,39,,,58,,37,
2022-06-06T21:10:49.5696501Z,1001,280113,179,584884,Gas Sensor,,669,458,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:49.6488464Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,29,13,20,,,,49,18,,15,,26
2022-06-06T21:10:49.6645656Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,5,'-1,3,,,,,,,,,,,,
2022-06-06T21:10:49.9396884Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,49,,,,,,,,
2022-06-06T21:10:50.4134792Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,31,50,,,48,,42,
2022-06-06T21:10:50.8480366Z,1001,280113,179,584884,Gas Sensor,,834,934,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:50.9410445Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,2,3,5,,,,,,,,,,,,
2022-06-06T21:10:50.9871697Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,25,11,20,,,,27,19,,11,,23
2022-06-06T21:10:51.2043854Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,46,,,,,,,,
2022-06-06T21:10:51.6874226Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,53,24,,,40,,40,
2022-06-06T21:10:52.1404093Z,1001,280113,179,584884,Gas Sensor,,668,980,ppm,,,,,,,,,,,,,,,
2022-06-06T21:10:52.2187642Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,0,'-2,0,,,,,,,,,,,,
2022-06-06T21:10:52.2637298Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,28,30,21,,,,34,13,,0,,27
2022-06-06T21:10:52.4657435Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,48,,,,,,,,
